Order_ID,Order_Date,Delivery_Date,Product_ID,Category,Supplier,Price,Quantity,Region,City,Marketing_Channel,Return_Status,Return_Date,Return_Reason,Return_Flag,Delivery_Days,Return_Days,Return_Probability,Risk_Level
ORD100179,2024-08-17,2024-08-22,P1091,Fashion,Supplier B,864.21,2,South,Hyderabad,Social Media,No,,,0,5,,0.2484086160660443,Low
ORD100180,2024-11-16,2024-11-22,P1189,Electronics,Supplier A,1258.78,3,North,Delhi,Organic,No,,,0,6,,0.3258488149794153,Low
ORD100181,2024-12-05,2024-12-08,P1128,Fashion,Supplier B,612.53,4,East,Hyderabad,Ads,No,,,0,3,,0.23383079591397116,Low
ORD100182,2024-04-28,2024-04-30,P1120,Electronics,Supplier D,1158.66,3,South,Kolkata,Organic,No,,,0,2,,0.3013019253254633,Low
ORD100183,2024-06-04,2024-06-12,P1026,Sports,Supplier A,638.83,3,North,Chennai,Social Media,No,,,0,8,,0.18987566666115063,Low
ORD100184,2024-09-28,2024-10-06,P1189,Electronics,Supplier A,537.27,1,North,Hyderabad,Social Media,Yes,2024-10-08,Not as Described,1,8,2.0,0.17275583109050832,Low
ORD100185,2024-06-23,2024-07-01,P1120,Fashion,Supplier B,1438.35,4,West,Mumbai,Organic,No,,,0,8,,0.38968469083028434,Low
ORD100186,2024-04-13,2024-04-15,P1115,Beauty,Supplier C,284.71,4,East,Chennai,Organic,No,,,0,2,,0.1956306704227695,Low
ORD100187,2024-04-01,2024-04-10,P1002,Fashion,Supplier D,144.6,3,South,Kolkata,Social Media,Yes,2024-04-22,No Longer Needed,1,9,12.0,0.1852270771125459,Low
ORD100188,2024-07-04,2024-07-12,P1102,Home,Supplier C,1158.77,1,North,Hyderabad,Social Media,No,,,0,8,,0.1726446044314364,Low
ORD100189,2024-10-09,2024-10-17,P1197,Home,Supplier A,111.69,4,West,Delhi,Email,No,,,0,8,,0.09065301854074904,Low
ORD100190,2024-06-29,2024-07-05,P1199,Home,Supplier C,1257.25,2,South,Hyderabad,Email,Yes,2024-07-17,Wrong Item,1,6,12.0,0.16715969885809412,Low
ORD100191,2024-06-18,2024-06-25,P1154,Home,Supplier A,661.42,3,South,Hyderabad,Social Media,No,,,0,7,,0.13151260473016516,Low
ORD100192,2024-07-05,2024-07-12,P1136,Sports,Supplier C,1374.12,4,North,Bangalore,Organic,No,,,0,7,,0.3533256638836286,Low
ORD100193,2024-06-23,2024-06-28,P1061,Beauty,Supplier B,1085.08,2,South,Hyderabad,Ads,No,,,0,5,,0.2674334872361936,Low
ORD100194,2024-08-09,2024-08-14,P1164,Beauty,Supplier C,919.5,4,North,Kolkata,Organic,No,,,0,5,,0.3056933977527408,Low
ORD100195,2024-08-20,2024-08-28,P1050,Fashion,Supplier A,1424.47,2,West,Delhi,Organic,Yes,2024-09-06,Not as Described,1,8,9.0,0.387969443468518,Low
ORD100196,2024-06-10,2024-06-16,P1171,Electronics,Supplier D,601.01,3,West,Kolkata,Email,Yes,2024-06-27,Not as Described,1,6,11.0,0.15093786092715009,Low
ORD100197,2024-05-13,2024-05-21,P1151,Fashion,Supplier D,1431.59,4,South,Mumbai,Email,No,,,0,8,,0.30150232094190954,Low
ORD100198,2024-08-11,2024-08-16,P1058,Fashion,Supplier D,211.15,4,North,Chennai,Email,No,,,0,5,,0.19579558389604967,Low
ORD100199,2024-06-01,2024-06-03,P1117,Fashion,Supplier A,730.79,1,East,Hyderabad,Social Media,No,,,0,2,,0.20135049104472083,Low
ORD100200,2024-02-02,2024-02-04,P1159,Fashion,Supplier C,412.17,3,West,Bangalore,Social Media,Yes,2024-02-16,No Longer Needed,1,2,12.0,0.19057611616276784,Low
ORD100201,2024-02-24,2024-03-04,P1095,Beauty,Supplier D,814.37,2,North,Delhi,Organic,No,,,0,9,,0.2942148953676778,Low
ORD100202,2024-01-07,2024-01-10,P1179,Electronics,Supplier D,251.4,4,North,Bangalore,Organic,No,,,0,3,,0.22254866848090082,Low
ORD100203,2024-08-31,2024-09-07,P1112,Fashion,Supplier D,1263.88,4,North,Bangalore,Ads,No,,,0,7,,0.35785302727288426,Low
ORD100204,2024-11-08,2024-11-14,P1061,Beauty,Supplier B,1271.15,2,South,Bangalore,Organic,No,,,0,6,,0.33192573197621583,Low
ORD100205,2024-05-05,2024-05-09,P1185,Fashion,Supplier A,1433.3,3,East,Hyderabad,Organic,Yes,2024-05-17,Late Delivery,1,4,8.0,0.36619959134824204,Low
ORD100206,2024-01-12,2024-01-19,P1051,Home,Supplier A,240.46,1,South,Delhi,Email,No,,,0,7,,0.10577530666092455,Low
ORD100207,2024-01-16,2024-01-20,P1011,Fashion,Supplier A,938.77,1,West,Delhi,Email,No,,,0,4,,0.2313838416536298,Low
ORD100208,2024-07-26,2024-07-29,P1038,Fashion,Supplier A,716.61,4,South,Bangalore,Email,No,,,0,3,,0.2293552072138918,Low
ORD100209,2024-02-12,2024-02-15,P1129,Sports,Supplier A,523.13,2,North,Chennai,Email,No,,,0,3,,0.17667085978359892,Low
ORD100210,2024-05-14,2024-05-22,P1130,Home,Supplier B,533.79,4,South,Hyderabad,Email,No,,,0,8,,0.12109478167789674,Low
ORD100211,2024-08-15,2024-08-20,P1112,Electronics,Supplier C,625.06,2,North,Hyderabad,Ads,No,,,0,5,,0.21959955902280362,Low
ORD100212,2024-04-20,2024-04-23,P1100,Fashion,Supplier B,1060.34,1,East,Kolkata,Ads,No,,,0,3,,0.27809382313389597,Low
ORD100213,2024-11-02,2024-11-05,P1112,Electronics,Supplier D,901.45,3,South,Hyderabad,Ads,No,,,0,3,,0.233922226020221,Low
ORD100214,2024-06-08,2024-06-12,P1183,Home,Supplier B,694.93,2,South,Bangalore,Email,No,,,0,4,,0.13030009248333727,Low
ORD100215,2024-11-26,2024-12-01,P1080,Fashion,Supplier A,123.14,1,South,Mumbai,Social Media,No,,,0,5,,0.1835488117298145,Low
ORD100216,2024-09-20,2024-09-23,P1186,Sports,Supplier B,125.87,4,North,Bangalore,Email,No,,,0,3,,0.14859677614871822,Low
ORD100217,2024-08-12,2024-08-19,P1112,Beauty,Supplier A,13.49,2,North,Delhi,Email,No,,,0,7,,0.14386443501841512,Low
ORD100218,2024-08-04,2024-08-13,P1001,Sports,Supplier B,1451.87,3,South,Hyderabad,Ads,No,,,0,9,,0.30206622893147805,Low
ORD100219,2024-02-14,2024-02-17,P1129,Sports,Supplier A,17.83,4,South,Hyderabad,Email,No,,,0,3,,0.13425459352908978,Low
ORD100220,2024-08-01,2024-08-10,P1053,Beauty,Supplier D,163.61,4,East,Kolkata,Ads,Yes,2024-08-22,Wrong Item,1,9,12.0,0.15600748372763876,Low
ORD100221,2024-02-28,2024-03-04,P1086,Beauty,Supplier A,478.75,1,East,Mumbai,Email,No,,,0,5,,0.14124205596691047,Low
ORD100222,2024-05-11,2024-05-19,P1128,Beauty,Supplier B,1213.07,2,West,Hyderabad,Organic,No,,,0,8,,0.3028473217716283,Low
ORD100223,2024-04-13,2024-04-19,P1146,Fashion,Supplier D,1443.53,4,East,Kolkata,Social Media,No,,,0,6,,0.26752064647070234,Low
ORD100224,2024-07-13,2024-07-18,P1125,Electronics,Supplier B,1187.12,3,East,Kolkata,Social Media,No,,,0,5,,0.18366888131549808,Low
ORD100225,2024-06-05,2024-06-09,P1129,Electronics,Supplier D,1038.93,2,East,Mumbai,Ads,No,,,0,4,,0.21145457862344696,Low
ORD100226,2024-04-07,2024-04-13,P1052,Beauty,Supplier C,786.74,3,North,Bangalore,Organic,No,,,0,6,,0.2912401786399853,Low
ORD100227,2024-08-13,2024-08-20,P1171,Sports,Supplier C,139.19,4,East,Bangalore,Social Media,No,,,0,7,,0.12195593658114279,Low
ORD100228,2024-07-23,2024-07-25,P1159,Home,Supplier C,1437.67,3,East,Bangalore,Ads,No,,,0,2,,0.19266322417208182,Low
ORD100229,2024-03-19,2024-03-28,P1197,Beauty,Supplier B,1140.0,1,South,Chennai,Email,No,,,0,9,,0.22101274850223018,Low
ORD100230,2024-05-03,2024-05-12,P1159,Sports,Supplier B,962.03,3,North,Bangalore,Email,No,,,0,9,,0.21234760412524403,Low
ORD100231,2024-08-05,2024-08-14,P1067,Sports,Supplier D,1140.96,2,West,Mumbai,Organic,No,,,0,9,,0.2907373520477663,Low
ORD100232,2024-01-04,2024-01-09,P1182,Fashion,Supplier D,1088.91,3,West,Chennai,Social Media,No,,,0,5,,0.2507990889262299,Low
ORD100233,2024-03-30,2024-04-08,P1183,Fashion,Supplier D,959.48,3,East,Bangalore,Email,No,,,0,9,,0.21635494350684908,Low
ORD100234,2024-04-13,2024-04-21,P1122,Electronics,Supplier D,1471.06,1,West,Chennai,Ads,Yes,2024-04-28,Damaged,1,8,7.0,0.2700885591621562,Low
ORD100235,2024-04-28,2024-05-07,P1144,Electronics,Supplier A,1356.01,3,West,Mumbai,Email,No,,,0,9,,0.2083909797466555,Low
ORD100236,2024-05-12,2024-05-16,P1037,Home,Supplier C,973.53,3,West,Bangalore,Email,No,,,0,4,,0.13499280193237728,Low
ORD100237,2024-11-07,2024-11-14,P1023,Home,Supplier A,1042.83,4,East,Delhi,Social Media,No,,,0,7,,0.13116610066480378,Low
ORD100238,2024-04-05,2024-04-14,P1068,Home,Supplier A,86.88,4,West,Hyderabad,Social Media,No,,,0,9,,0.09191233270568633,Low
ORD100239,2024-11-26,2024-12-05,P1115,Home,Supplier A,1008.18,2,East,Mumbai,Ads,No,,,0,9,,0.16028095385474442,Low
ORD100240,2024-05-22,2024-05-28,P1097,Sports,Supplier A,75.81,4,South,Kolkata,Organic,No,,,0,6,,0.2072443757028927,Low
ORD100241,2024-10-14,2024-10-21,P1197,Sports,Supplier C,886.51,4,South,Kolkata,Organic,No,,,0,7,,0.2849499744555507,Low
ORD100242,2024-01-28,2024-02-06,P1138,Electronics,Supplier A,1499.04,4,West,Mumbai,Email,Yes,2024-02-13,Size Issue,1,9,7.0,0.2209267963560591,Low
ORD100243,2024-10-04,2024-10-09,P1143,Fashion,Supplier D,838.15,4,South,Kolkata,Ads,Yes,2024-10-14,Late Delivery,1,5,5.0,0.29564929552715574,Low
ORD100244,2024-08-20,2024-08-23,P1096,Fashion,Supplier B,715.08,1,East,Mumbai,Organic,No,,,0,3,,0.28454202169263443,Low
ORD100245,2024-01-17,2024-01-25,P1123,Beauty,Supplier D,476.15,4,South,Delhi,Organic,Yes,2024-01-27,Wrong Item,1,8,2.0,0.24733038790874828,Low
ORD100246,2024-02-28,2024-03-04,P1186,Sports,Supplier B,189.58,1,West,Mumbai,Email,No,,,0,5,,0.1325468828072305,Low
ORD100247,2024-03-30,2024-04-01,P1069,Home,Supplier D,1099.23,1,East,Bangalore,Ads,No,,,0,2,,0.16675644942210824,Low
ORD100248,2024-07-17,2024-07-22,P1092,Home,Supplier D,296.97,4,North,Bangalore,Organic,Yes,2024-08-02,Not as Described,1,5,11.0,0.17492068161313665,Low
ORD100249,2024-12-27,2025-01-02,P1002,Beauty,Supplier B,181.77,3,East,Chennai,Social Media,No,,,0,6,,0.12659978276622028,Low
ORD100250,2024-01-26,2024-02-01,P1147,Fashion,Supplier C,638.43,1,South,Kolkata,Social Media,No,,,0,6,,0.22714074240829457,Low
ORD100251,2024-01-25,2024-02-03,P1186,Home,Supplier A,1195.06,3,North,Hyderabad,Email,Yes,2024-02-09,Wrong Item,1,9,6.0,0.17133274111591926,Low
ORD100252,2024-10-27,2024-11-01,P1163,Fashion,Supplier D,1120.15,3,East,Kolkata,Email,No,,,0,5,,0.23085587090502538,Low
ORD100253,2024-12-04,2024-12-10,P1146,Beauty,Supplier C,91.78,4,North,Mumbai,Email,No,,,0,6,,0.14895190183642515,Low
ORD100254,2024-09-23,2024-09-26,P1089,Fashion,Supplier A,688.16,2,North,Hyderabad,Email,No,,,0,3,,0.237809031368569,Low
ORD100255,2024-06-29,2024-07-06,P1194,Fashion,Supplier C,788.43,4,North,Hyderabad,Organic,No,,,0,7,,0.3496674932382409,Low
ORD100256,2024-12-25,2024-12-30,P1146,Fashion,Supplier C,970.37,2,East,Kolkata,Ads,No,,,0,5,,0.2687993875083822,Low
ORD100257,2024-03-08,2024-03-16,P1147,Home,Supplier A,978.75,2,South,Hyderabad,Email,No,,,0,8,,0.14795679828064395,Low
ORD100258,2024-12-16,2024-12-19,P1095,Electronics,Supplier D,553.4,4,East,Hyderabad,Email,Yes,2024-12-29,Size Issue,1,3,10.0,0.1359534818093474,Low
ORD100259,2024-11-16,2024-11-25,P1198,Sports,Supplier C,845.41,4,South,Bangalore,Organic,No,,,0,9,,0.28061530366868664,Low
ORD100260,2024-02-18,2024-02-25,P1051,Fashion,Supplier D,726.78,2,East,Delhi,Email,No,,,0,7,,0.19654279363494256,Low
ORD100261,2024-06-23,2024-07-01,P1160,Fashion,Supplier D,1328.65,4,East,Mumbai,Email,Yes,2024-07-04,No Longer Needed,1,8,3.0,0.25066639598992074,Low
ORD100262,2024-02-21,2024-03-01,P1167,Fashion,Supplier D,800.1,2,East,Kolkata,Ads,No,,,0,9,,0.25175656587636597,Low
ORD100263,2024-04-11,2024-04-19,P1127,Electronics,Supplier A,667.14,3,South,Bangalore,Social Media,No,,,0,8,,0.17354521329281025,Low
ORD100264,2024-08-03,2024-08-12,P1038,Beauty,Supplier B,612.68,4,East,Chennai,Email,No,,,0,9,,0.1499024779209819,Low
ORD100265,2024-07-06,2024-07-14,P1081,Home,Supplier D,862.92,3,North,Hyderabad,Organic,No,,,0,8,,0.22151774644631067,Low
ORD100266,2024-02-26,2024-03-04,P1103,Electronics,Supplier B,1207.93,1,East,Hyderabad,Ads,No,,,0,7,,0.2264796327416009,Low
ORD100267,2024-02-16,2024-02-19,P1128,Fashion,Supplier B,812.22,3,North,Kolkata,Organic,No,,,0,3,,0.35248591055604067,Low
ORD100268,2024-06-07,2024-06-15,P1010,Electronics,Supplier C,995.87,3,West,Delhi,Ads,No,,,0,8,,0.22421325942349243,Low
ORD100269,2024-06-22,2024-06-30,P1184,Electronics,Supplier D,1109.41,2,West,Delhi,Ads,No,,,0,8,,0.2346501576707605,Low
ORD100270,2024-08-29,2024-09-02,P1177,Electronics,Supplier D,785.05,3,South,Kolkata,Email,No,,,0,4,,0.1783633799846768,Low
ORD100271,2024-10-08,2024-10-13,P1150,Beauty,Supplier D,645.96,4,South,Kolkata,Email,No,,,0,5,,0.1799504379777172,Low
ORD100272,2024-08-28,2024-09-04,P1158,Sports,Supplier B,1316.23,2,West,Bangalore,Email,No,,,0,7,,0.21538799342503115,Low
ORD100273,2024-01-05,2024-01-14,P1041,Home,Supplier A,632.08,1,East,Kolkata,Social Media,No,,,0,9,,0.10868110346816084,Low
ORD100274,2024-03-24,2024-03-31,P1098,Beauty,Supplier B,698.29,4,East,Chennai,Social Media,No,,,0,7,,0.15939129750051415,Low
ORD100275,2024-11-03,2024-11-09,P1006,Beauty,Supplier D,1485.61,1,East,Bangalore,Organic,No,,,0,6,,0.31230997016825196,Low
ORD100276,2024-12-26,2025-01-04,P1143,Sports,Supplier D,10.35,3,West,Hyderabad,Email,Yes,2025-01-08,Size Issue,1,9,4.0,0.12219271656585844,Low
ORD100277,2024-09-04,2024-09-11,P1089,Beauty,Supplier D,286.35,4,North,Hyderabad,Social Media,No,,,0,7,,0.16609187247913307,Low
ORD100278,2024-02-23,2024-02-26,P1111,Electronics,Supplier B,582.11,4,South,Hyderabad,Email,No,,,0,3,,0.1634187838115137,Low
ORD100279,2024-06-09,2024-06-18,P1059,Electronics,Supplier D,1399.56,1,North,Hyderabad,Social Media,Yes,2024-07-01,Damaged,1,9,13.0,0.24641670309985017,Low
ORD100280,2024-08-13,2024-08-22,P1112,Fashion,Supplier C,114.34,4,West,Mumbai,Social Media,No,,,0,9,,0.1678212804461005,Low
ORD100281,2024-01-15,2024-01-22,P1001,Beauty,Supplier D,24.13,4,North,Chennai,Ads,No,,,0,7,,0.1828175142339347,Low
ORD100282,2024-08-11,2024-08-20,P1128,Fashion,Supplier A,88.5,4,East,Bangalore,Email,No,,,0,9,,0.14931802130984054,Low
ORD100283,2024-03-01,2024-03-05,P1047,Home,Supplier C,141.93,3,East,Bangalore,Email,No,,,0,4,,0.08414982887466567,Low
ORD100284,2024-05-01,2024-05-06,P1139,Electronics,Supplier D,66.02,1,North,Hyderabad,Social Media,No,,,0,5,,0.14048367615968924,Low
ORD100285,2024-10-03,2024-10-12,P1196,Home,Supplier C,724.87,4,West,Delhi,Email,No,,,0,9,,0.12059330450989572,Low
ORD100286,2024-02-15,2024-02-20,P1036,Sports,Supplier D,875.33,2,North,Bangalore,Social Media,Yes,2024-03-01,Damaged,1,5,10.0,0.20951781828536106,Low
ORD100287,2024-10-20,2024-10-27,P1159,Electronics,Supplier A,414.81,2,East,Chennai,Email,No,,,0,7,,0.1277074308985434,Low
ORD100288,2024-03-02,2024-03-10,P1008,Home,Supplier D,603.45,2,East,Kolkata,Ads,No,,,0,8,,0.13393498778496954,Low
ORD100289,2024-03-26,2024-03-28,P1098,Sports,Supplier C,146.63,2,West,Chennai,Email,No,,,0,2,,0.12999988638687657,Low
ORD100290,2024-07-28,2024-07-30,P1146,Home,Supplier A,511.19,3,North,Hyderabad,Ads,No,,,0,2,,0.1609489128041918,Low
ORD100291,2024-03-18,2024-03-26,P1047,Sports,Supplier B,788.55,4,East,Hyderabad,Organic,No,,,0,8,,0.23642932293418176,Low
ORD100292,2024-07-20,2024-07-28,P1130,Sports,Supplier A,1101.08,1,East,Mumbai,Email,No,,,0,8,,0.18213910077442524,Low
ORD100293,2024-10-28,2024-11-05,P1147,Electronics,Supplier A,14.99,4,North,Bangalore,Email,No,,,0,8,,0.13401702820822062,Low
ORD100294,2024-08-10,2024-08-13,P1151,Fashion,Supplier A,706.29,3,North,Bangalore,Email,Yes,2024-08-25,Size Issue,1,3,12.0,0.23952211600881276,Low
ORD100295,2024-08-09,2024-08-11,P1053,Sports,Supplier C,452.53,2,South,Bangalore,Ads,No,,,0,2,,0.2047036742596461,Low
ORD100296,2024-01-03,2024-01-11,P1119,Sports,Supplier A,1280.7,3,West,Hyderabad,Email,No,,,0,8,,0.2122820122631452,Low
ORD100297,2024-01-06,2024-01-09,P1160,Electronics,Supplier D,1076.17,4,West,Bangalore,Email,No,,,0,3,,0.18540128448891538,Low
ORD100298,2024-04-02,2024-04-08,P1151,Fashion,Supplier A,887.77,1,North,Delhi,Social Media,No,,,0,6,,0.2625328655616473,Low
ORD100299,2024-01-08,2024-01-17,P1115,Beauty,Supplier A,423.13,3,West,Delhi,Organic,Yes,2024-01-28,Late Delivery,1,9,11.0,0.2236436685719913,Low
ORD100300,2024-08-22,2024-08-25,P1074,Beauty,Supplier D,1366.41,1,East,Kolkata,Ads,Yes,2024-08-27,Late Delivery,1,3,2.0,0.2567816728514474,Low
ORD100301,2024-04-17,2024-04-19,P1112,Fashion,Supplier D,77.2,3,North,Bangalore,Social Media,No,,,0,2,,0.18933221232861439,Low
ORD100302,2024-06-09,2024-06-16,P1199,Home,Supplier B,173.11,1,North,Mumbai,Ads,No,,,0,7,,0.13859702374295826,Low
ORD100303,2024-07-27,2024-08-02,P1163,Electronics,Supplier A,593.53,1,North,Kolkata,Social Media,No,,,0,6,,0.17697697384384448,Low
ORD100304,2024-08-27,2024-08-29,P1165,Fashion,Supplier C,195.41,2,South,Hyderabad,Organic,No,,,0,2,,0.2707338955715668,Low
ORD100305,2024-11-26,2024-12-05,P1103,Beauty,Supplier A,1435.06,1,West,Bangalore,Social Media,Yes,2024-12-19,Not as Described,1,9,14.0,0.23463176241439057,Low
ORD100306,2024-11-28,2024-12-01,P1083,Sports,Supplier A,1199.0,2,South,Delhi,Ads,No,,,0,3,,0.2750849482184098,Low
ORD100307,2024-02-19,2024-02-23,P1111,Beauty,Supplier D,395.88,4,East,Mumbai,Email,No,,,0,4,,0.13609545769765538,Low
ORD100308,2024-01-11,2024-01-16,P1098,Sports,Supplier B,886.95,4,West,Kolkata,Email,No,,,0,5,,0.18005409228052036,Low
ORD100309,2024-12-16,2024-12-25,P1152,Electronics,Supplier A,1473.67,2,South,Mumbai,Organic,No,,,0,9,,0.3368652005749302,Low
ORD100310,2024-06-04,2024-06-06,P1092,Sports,Supplier C,1327.46,2,North,Bangalore,Ads,Yes,2024-06-08,Damaged,1,2,2.0,0.3015027172191884,Low
ORD100311,2024-03-10,2024-03-18,P1145,Fashion,Supplier A,905.19,3,South,Chennai,Ads,Yes,2024-03-30,Not as Described,1,8,12.0,0.3029603118767511,Low
ORD100312,2024-06-17,2024-06-20,P1127,Sports,Supplier C,1356.55,3,North,Mumbai,Ads,No,,,0,3,,0.3046980392076013,Low
ORD100313,2024-09-28,2024-10-06,P1109,Home,Supplier D,1483.89,3,South,Mumbai,Organic,No,,,0,8,,0.26973850528384447,Low
ORD100314,2024-03-08,2024-03-16,P1081,Fashion,Supplier B,1117.6,4,South,Hyderabad,Email,Yes,2024-03-24,Damaged,1,8,8.0,0.2682667597913454,Low
ORD100315,2024-12-20,2024-12-28,P1193,Electronics,Supplier A,106.83,3,South,Delhi,Social Media,Yes,2025-01-05,Size Issue,1,8,8.0,0.13562915109987167,Low
ORD100316,2024-09-08,2024-09-16,P1053,Fashion,Supplier B,608.35,1,North,Bangalore,Organic,Yes,2024-09-26,Late Delivery,1,8,10.0,0.32868344172585023,Low
ORD100317,2024-02-17,2024-02-25,P1162,Home,Supplier A,1258.36,1,South,Mumbai,Social Media,No,,,0,8,,0.17118790610296244,Low
ORD100318,2024-07-02,2024-07-08,P1188,Electronics,Supplier C,353.55,3,West,Bangalore,Email,No,,,0,6,,0.13517610872084157,Low
ORD100319,2024-11-15,2024-11-17,P1168,Beauty,Supplier B,1247.66,1,West,Delhi,Organic,No,,,0,2,,0.30665842348725997,Low
ORD100320,2024-07-05,2024-07-14,P1160,Home,Supplier A,189.3,4,West,Hyderabad,Email,No,,,0,9,,0.09403539253889413,Low
ORD100321,2024-03-30,2024-04-01,P1067,Electronics,Supplier D,79.95,1,North,Bangalore,Social Media,No,,,0,2,,0.14136063444600044,Low
ORD100322,2024-11-27,2024-12-06,P1032,Sports,Supplier C,582.3,4,North,Delhi,Ads,Yes,2024-12-12,Late Delivery,1,9,6.0,0.22659337161417184,Low
ORD100323,2024-05-18,2024-05-23,P1141,Fashion,Supplier B,64.73,2,West,Delhi,Ads,No,,,0,5,,0.20191332356885777,Low
ORD100324,2024-12-22,2024-12-25,P1020,Electronics,Supplier A,1436.33,2,West,Kolkata,Social Media,Yes,2025-01-07,Size Issue,1,3,13.0,0.2201486306230798,Low
ORD100325,2024-03-29,2024-04-02,P1047,Fashion,Supplier B,1241.05,2,West,Hyderabad,Ads,No,,,0,4,,0.3180662688179981,Low
ORD100326,2024-09-30,2024-10-06,P1147,Sports,Supplier A,1203.15,2,East,Hyderabad,Social Media,No,,,0,6,,0.1945424547024538,Low
ORD100327,2024-01-19,2024-01-22,P1127,Electronics,Supplier C,948.37,1,West,Bangalore,Organic,No,,,0,3,,0.25835326276433185,Low
ORD100328,2024-11-06,2024-11-12,P1135,Beauty,Supplier D,332.32,3,South,Chennai,Organic,No,,,0,6,,0.23367138009738272,Low
ORD100329,2024-12-23,2025-01-01,P1134,Home,Supplier C,782.21,1,East,Kolkata,Organic,No,,,0,9,,0.17332952080123376,Low
ORD100330,2024-06-02,2024-06-04,P1194,Electronics,Supplier B,899.94,4,East,Hyderabad,Ads,No,,,0,2,,0.19965421761515129,Low
ORD100331,2024-09-16,2024-09-24,P1144,Sports,Supplier B,792.3,1,North,Delhi,Email,No,,,0,8,,0.19795980511558284,Low
ORD100332,2024-04-17,2024-04-22,P1127,Electronics,Supplier A,397.75,1,South,Hyderabad,Ads,No,,,0,5,,0.19027452363655134,Low
ORD100333,2024-10-11,2024-10-16,P1032,Fashion,Supplier C,777.72,4,North,Chennai,Ads,No,,,0,5,,0.3020602819738321,Low
ORD100334,2024-02-28,2024-03-06,P1175,Electronics,Supplier A,741.87,2,North,Mumbai,Email,No,,,0,7,,0.18423582933731142,Low
ORD100335,2024-05-04,2024-05-08,P1186,Beauty,Supplier C,1494.54,2,South,Mumbai,Email,No,,,0,4,,0.2543760693271726,Low
ORD100336,2024-12-19,2024-12-24,P1114,Electronics,Supplier B,1347.18,2,North,Hyderabad,Email,No,,,0,5,,0.23628834884680536,Low
ORD100337,2024-09-29,2024-10-07,P1118,Home,Supplier A,700.44,3,South,Hyderabad,Email,No,,,0,8,,0.1306251370970042,Low
ORD100338,2024-04-16,2024-04-18,P1021,Electronics,Supplier A,938.18,4,South,Kolkata,Ads,No,,,0,2,,0.2373624127435537,Low
ORD100339,2024-10-25,2024-10-29,P1157,Fashion,Supplier C,1124.33,4,North,Hyderabad,Social Media,No,,,0,4,,0.2870346026026829,Low
ORD100340,2024-09-01,2024-09-10,P1037,Electronics,Supplier D,61.95,1,West,Chennai,Organic,No,,,0,9,,0.180125375508139,Low
ORD100341,2024-12-01,2024-12-04,P1108,Beauty,Supplier C,1343.43,3,North,Hyderabad,Social Media,Yes,2024-12-09,Not as Described,1,3,5.0,0.25656811301290655,Low
ORD100342,2024-09-03,2024-09-12,P1050,Sports,Supplier D,1291.59,2,East,Bangalore,Ads,No,,,0,9,,0.2456029043141528,Low
ORD100343,2024-01-08,2024-01-16,P1181,Electronics,Supplier C,691.57,3,North,Chennai,Email,No,,,0,8,,0.18033706392018795,Low
ORD100344,2024-05-20,2024-05-28,P1007,Electronics,Supplier B,592.84,4,South,Kolkata,Organic,No,,,0,8,,0.24317665974344302,Low
ORD100345,2024-12-27,2025-01-01,P1026,Home,Supplier A,416.71,4,East,Bangalore,Organic,No,,,0,5,,0.1477601420024774,Low
ORD100346,2024-01-08,2024-01-12,P1026,Beauty,Supplier C,720.25,1,South,Bangalore,Social Media,No,,,0,4,,0.1900065114857694,Low
ORD100347,2024-12-17,2024-12-19,P1020,Sports,Supplier B,76.12,1,West,Mumbai,Ads,Yes,2024-12-27,Not as Described,1,2,8.0,0.1601683804053662,Low
ORD100348,2024-04-03,2024-04-12,P1029,Fashion,Supplier C,1279.77,4,West,Chennai,Ads,No,,,0,9,,0.322449470867945,Low
ORD100349,2024-11-16,2024-11-23,P1096,Electronics,Supplier A,62.78,2,East,Bangalore,Ads,Yes,2024-11-27,Wrong Item,1,7,4.0,0.1389792423260274,Low
ORD100350,2024-02-08,2024-02-17,P1027,Sports,Supplier C,500.29,2,West,Kolkata,Organic,No,,,0,9,,0.22706394080960754,Low
ORD100351,2024-03-21,2024-03-27,P1110,Fashion,Supplier D,1398.07,3,West,Mumbai,Social Media,No,,,0,6,,0.2821976240179092,Low
ORD100352,2024-07-05,2024-07-11,P1191,Beauty,Supplier A,1105.47,4,North,Bangalore,Organic,No,,,0,6,,0.32659555686284203,Low
ORD100353,2024-03-24,2024-03-26,P1196,Beauty,Supplier D,429.27,4,North,Chennai,Organic,Yes,2024-04-06,Damaged,1,2,11.0,0.25440429770979306,Low
ORD100354,2024-03-28,2024-03-30,P1060,Sports,Supplier B,386.45,2,West,Mumbai,Email,No,,,0,2,,0.14476687813686515,Low
ORD100355,2024-08-29,2024-09-04,P1047,Fashion,Supplier B,17.57,2,West,Chennai,Social Media,Yes,2024-09-08,Not as Described,1,6,4.0,0.16091042406529169,Low
ORD100356,2024-12-07,2024-12-14,P1146,Beauty,Supplier C,1046.61,4,North,Chennai,Email,No,,,0,7,,0.22333821003188778,Low
ORD100357,2024-04-02,2024-04-06,P1003,Sports,Supplier D,82.69,1,West,Chennai,Ads,No,,,0,4,,0.1606284840898468,Low
ORD100358,2024-03-26,2024-04-01,P1034,Beauty,Supplier D,803.58,4,West,Mumbai,Organic,No,,,0,6,,0.25985597554710527,Low
